X,Y,OBJECTID,ADDRESS_BLOCK,PRE_DIR,STREET_NAME,SUFFIX,SUF_DIR,FULL_ADDRESS,METER_NUMBER,SPACE_NUMBER,SPACE_TYPE,INSTALL_DATE,HOURLY_RATE,DAILY_RATE,RATE_INCREASE_DATE,ZONE_NAME,OP_HOURS,OP_DAYS,PAY_TYPE
-86.147732236132,39.7760366935464,103012,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000648,1871,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1482981614188,39.7756532672376,103013,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000614,1856,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1627190734362,39.7727827289398,103014,200,W,VERMONT,ST,S,200 W VERMONT ST,WV  000205,3632,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.163147166099,39.7793853380245,103015,300,W,009TH,ST,N,300 W 009TH ST,,8556,ADA,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,SINGLE SPACE
-86.1647568961889,39.7794307456167,103016,300,W,009TH,ST,N,300 W 009TH ST,,8570,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,MULTI
-86.1604698601264,39.7686475610958,103017,100,W,MARKET,ST,N,100 W MARKET ST,WMA 000112,7375,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1576098221867,39.7774893547465,103018,700,N,MERIDIAN,ST,E,700 N MERIDIAN ST,NM  000719,2279,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1625631209702,39.7756808348938,103019,200,W,NORTH,ST,N,200 W NORTH ST,WN  000212,6105,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1538775038948,39.7767603486933,103020,200,E,WALNUT,ST,N,200 E WALNUT ST,EWA 000202,8975,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1597587973404,39.7739058973712,103021,400,N,ILLINOIS,ST,W,400 N ILLINOIS ST,NILL000424,8247,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.159898376072,39.772720514735,103022,100,W,VERMONT,ST,S,100 W VERMONT ST,WV  000101,3590,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1630989541296,39.7761554427547,103023,600,N,SENATE,AVE,E,600 N SENATE AV,NS  000607,8209,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1640729398113,39.7671324271765,103024,300,W,WASHINGTON,ST,S,300 W WASHINGTON ST,WW  000311,7091,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.155549497808,39.7662618191009,103025,0000,,VIRGINIA,AVE,S,0000 VIRGINIA AV,VA  000029,5192,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1490387116555,39.7739675669126,103026,400,E,MICHIGAN,ST,N,400 E MICHIGAN ST,EM  000448,1422,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1465174420573,39.7768518392676,103027,700,,MASSACHUSETTS,AVE,,700 MASSACHUSETTS AV,MAS 000728,2041,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1601401467389,39.7686424397947,103028,100,W,MARKET,ST,N,100 W MARKET ST,WMA 000104,7371,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1542800562548,39.7696407984353,103029,100,N,DELAWARE,ST,E,100 N DELAWARE ST,ND  000133,1155,ADA,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1613590420369,39.7685444521101,103030,100,W,MARKET,ST,S,100 W MARKET ST,,717,LOADING ZONE,2019/07/12 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.159960381076,39.7631953844677,103031,200,S,ILLINOIS,ST,E,200 S ILLINOIS ST,,7348,SINGLE SPACE,2014/12/17 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.152169335441,39.7739311503851,103032,300,E,MICHIGAN,ST,S,300 E MICHIGAN ST,,1580,MULTI SPACE,2012/08/17 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1612913430615,39.7802562588402,103033,900,N,CAPITOL,AVE,W,900 N CAPITOL AV,,9756,MULTI SPACE,2016/02/26 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.155800492051,39.765508548368,103034,100,E,MARYLAND,ST,S,100 E MARYLAND ST,EMD 000107,5059,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.157848089329,39.7747007066938,103035,500,N,MERIDIAN,ST,W,500 N MERIDIAN ST,,881,LOADING ZONE,2019/11/15 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1559859866925,39.7677074514089,103036,100,E,COURT,ST,S,100 E COURT ST,,772,LOADING ZONE,2021/04/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1612755233378,39.7819292267275,103037,1000,N,CAPITOL,AVE,W,1000 N CAPITOL AV,,9725,MULTI SPACE,2016/02/06 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1598587162352,39.7662138882143,103038,0000,S,ILLINOIS,ST,E,0000 S ILLINOIS ST,SILL000021,7312,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1488517794162,39.7731339226779,103039,400,N,EAST,ST,W,400 N EAST ST,,2875,MULTI SPACE,2012/08/07 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.152188086085,39.7773449213454,103040,700,N,ALABAMA,ST,E,700 N ALABAMA ST,NA  000715,8797,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,MULTI
-86.1486932309533,39.7742768500168,103041,500,N,EAST,ST,E,500 N EAST ST,,2897,MULTI SPACE,2012/08/08 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1589527774561,39.7686050970056,103042,0000,W,MARKET,ST,N,0000 W MARKET ST,WMA 000002,9630,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1431140294011,39.8694827802716,103043,6200,,GUILFORD,AVE,W,6200 GUILFORD AV,GF  006228,163,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,04,0700-2300,MON-SAT,SINGLE
-86.1631337616977,39.7701053667106,103044,200,W,OHIO,ST,N,200 W OHIO ST,WO  000226,3048,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1426861247529,39.7794673131764,103045,800,,MASSACHUSETTS,AVE,,800 MASSACHUSETTS AVE,,2525,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1612763184178,39.7826874301616,103046,1100,N,CAPITOL,AVE,W,1100 N CAPITOL AV,,9806,MULTI SPACE,2019/05/22 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1640532770211,39.77941075546,103047,300,W,009TH,ST,N,300 W 009TH ST,,8558,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,MULTI
-86.155553932416,39.7691337806049,103048,100,E,WABASH,ST,S,100 E WABASH ST,,765,LOADING ZONE,2020/01/16 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1529141068938,39.7721422534501,103049,300,,MASSACHUSETTS,AVE,,300 MASSACHUSETTS AV,MAS 000365,1332,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1498607937652,39.7745319292133,103050,500,,MASSACHUSETTS,AVE,,500 MASSACHUSETTS AV,,2928,MULTI SPACE,2019/03/13 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.156791953904,39.772781032455,103051,0000,E,VERMONT,ST,N,0000 E VERMONT ST,EV  000038,2587,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1528389267641,39.7698919740351,103052,200,E,OHIO,ST,N,200 E OHIO ST,EO  000216,2019,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1583386455744,39.763693683353,103053,200,S,MERIDIAN,ST,W,200 S MERIDIAN ST,SM  000212,7286,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1562578878197,39.7650896957316,103054,100,S,PENNSYLVANIA,ST,E,100 S PENNSYLVANIA ST,SP  000109,5350,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,24.00,2012/01/02 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1545703186888,39.7672629466754,103055,0000,N,DELAWARE,ST,W,0000 N DELAWARE ST,ND  000004,1112,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.159452096021,39.7763095703137,103056,600,N,ILLINOIS,ST,E,600 N ILLINOIS ST,NILL000621,8304,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1583109374597,39.7646871722965,103057,100,S,MERIDIAN,ST,W,100 S MERIDIAN ST,SM  000130,5222,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1508285559159,39.7693037547064,103058,100,N,NEW JERSEY,ST,W,100 N NEW JERSEY ST,NNJ 000104,2721,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1497047639925,39.7682426118478,103059,400,E,MARKET,ST,S,400 E MARKET ST,,5450,MULTI SPACE,2014/09/05 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1521601001787,39.7635372687211,103060,200,,VIRGINIA,AVE,,200 VIRGINIA AV,VA  000211,6185,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1490830361927,39.7739680536875,103061,400,E,MICHIGAN,ST,N,400 E MICHIGAN ST,EM  000446,1421,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1641377865346,39.7671321492522,103062,300,W,WASHINGTON,ST,S,300 W WASHINGTON ST,WW  000311,7092,SINGLE SPACE,2016/10/10 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1559297135827,39.7698095273629,103063,100,E,OHIO,ST,S,100 E OHIO ST,EO  000101,1000,ADA,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1585054617259,39.7755728513409,103064,0000,W,NORTH,ST,N,0000 W NORTH ST,WN  000016,6042,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1490638359009,39.772468104842,103065,400,E,VERMONT,ST,S,400 E VERMONT ST,EV  000427,1565,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1598278404087,39.7719329937842,103066,300,N,ILLINOIS,ST,W,300 N ILLINOIS ST,NILL000314,3946,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1599774633227,39.7676922293852,103067,0000,N,ILLINOIS,ST,W,0000 N ILLINOIS ST,NILL000026,9595,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1632730069644,39.7718210888303,103068,300,N,SENATE,AVE,E,300 N SENATE AV,NS  000307,3862,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1634609388303,39.7711356979055,103069,200,N,SENATE,AVE,W,200 N SENATE AV,,3125,MULTI SPACE,2019/05/31 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1483843062127,39.7754293242069,103070,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000609,1894,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.16280757325,39.7756857301156,103071,200,W,NORTH,ST,N,200 W NORTH ST,WN  000206,6102,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1591040437292,39.7655903513705,103072,0000,W,MARYLAND,ST,S,0000 W MARYLAND ST,WMD 000013,7175,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1629730888596,39.775686507652,103073,200,W,NORTH,ST,N,200 W NORTH ST,WN  000202,6100,ADA,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1583658208406,39.7631460065239,103074,200,S,MERIDIAN,ST,W,200 S MERIDIAN ST,SM  00222,5473,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1629203402465,39.7816867345338,103075,1000,N,SENATE,AVE,E,1000 N SENATE AVE,NS 1015,8227,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1618418997719,39.771755285103,103076,300,,INDIANA,AVE,,300 INDIANA AV,IND 000301,3670,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1477086244144,39.7758755383216,103077,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000651,1915,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1484642716755,39.7682186606311,103078,500,E,MARKET,ST,S,500 E MARKET ST,,5682,SINGLE SPACE,2012/08/02 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1519920173082,39.7698537729159,103079,300,E,OHIO,ST,N,300 E OHIO ST,EO  000308,2774,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1599743338883,39.7677585732745,103080,0000,N,ILLINOIS,ST,W,0000 N ILLINOIS ST,NILL000024,9596,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1564250949021,39.7657605917766,103081,0000,S,PENNSYLVANIA,ST,W,0000 S PENNSYLVANIA ST,SP  000028,5116,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1431335972841,39.7791658490468,103082,800,,MASSACHUSETTS,AVE,,800 MASSACHUSETTS AVE,,2509,MULTI SPACE,2012/04/26 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,
-86.159862239785,39.7710242186595,103083,200,N,ILLINOIS,ST,W,200 N ILLINOIS ST,NILL000208,3347,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1593529672486,39.7803235100873,103084,900,N,ILLINOIS,ST,E,900 N ILLINOIS ST,NILL000925,8377,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1545900630919,39.7622620429205,103085,300,S,DELAWARE,ST,E,300 S DELAWARE ST,,5845,MULTI SPACE,2012/11/30 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1540951249193,39.7697658942902,103086,200,E,OHIO,ST,S,200 E OHIO ST,EO  000203,2001,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1516387941406,39.7732725238242,103087,400,,MASSACHUSETTS,AVE,,400 MASSACHUSETTS AV,MAS 000442,1719,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1475132546503,39.7761839451714,103088,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000664,1879,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1557698877202,39.7788453933668,103089,800,N,PENNSYLVANIA,ST,E,800 N PENNSYLVANIA ST,NP  000815,2417,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1583061339171,39.7645116094532,103090,100,S,MERIDIAN,ST,W,100 S MERIDIAN ST,SM  000136,5225,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1492905719559,39.7752587758242,103091,400,E,NORTH,ST,S,400 E NORTH ST,,4006,MULTI SPACE,2019/06/05 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1589831279073,39.775582986151,103092,0000,W,NORTH,ST,N,0000 W NORTH ST,WN  000020,6044,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1524545861337,39.7741850895077,103093,500,N,ALABAMA,ST,W,500 N ALABAMA ST,NA  000502,8725,ADA,2011/01/01 00:00:00+00,1.00,20.00,2012/01/02 00:00:00+00,03,0700-1800,MON-FRI,SINGLE
-86.1456779653243,39.7774307122133,103094,700,,MASSACHUSETTS,AVE,,700 MASSACHUSETTS AV,MAS 000774,2060,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.17442316361,39.780993664305,103095,900,W,010TH,ST,N,900 W 010TH ST,,4206,SINGLE SPACE,2012/10/11 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1618860600062,39.7822081182456,103096,200,W,11TH,ST,S,200 W 11TH ST,,7725,MULTI SPACE,2016/02/06 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,MULTI
-86.1524954816292,39.7701240673035,103097,200,N,ALABAMA,ST,E,200 N ALABAMA ST,NA  000203,1221,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2100,MON-SAT,MULTI
-86.1632786820953,39.7759913240386,103098,600,N,SENATE,AVE,W,600 N SENATE AV,NS  000608,8198,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1455118616787,39.7775462774659,103099,700,,MASSACHUSETTS,AVE,,700 MASSACHUSETTS AV,MAS 000788,2067,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1493935141483,39.7752583477006,103100,400,E,NORTH,ST,S,400 E NORTH ST,,4005,MULTI SPACE,2019/06/05 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1601294370163,39.7641250105255,103101,200,S,ILLINOIS,ST,W,200 S ILLINOIS ST,SILL000202,7246,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1644287968877,39.7736578708978,103102,400,,INDIANA,AVE,,400 INDIANA AV,IND 000411,8845,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.154390434767,39.7721532744696,103103,300,N,DELAWARE,ST,W,300 N DELAWARE ST,ND  000318,1648,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1532519772903,39.7718941655929,103104,300,,MASSACHUSETTS,AVE,,300 MASSACHUSETTS AV,MAS 000345,1322,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1511905078932,39.7735947165198,103105,400,,MASSACHUSETTS,AVE,,400 MASSACHUSETTS AV,MAS 000474,1735,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1457544128665,39.7773777123452,103106,700,,MASSACHUSETTS,AVE,,700 MASSACHUSETTS AV,MAS 000768,2057,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1520526505881,39.7690485743828,103107,300,E,WABASH,ST,S,300 E WABASH ST,EWB 000301,6500,SINGLE SPACE,2018/06/11 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1528960646679,39.7697538288641,103108,200,E,OHIO,ST,S,200 E OHIO ST,EO  000211,2006,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1486197419826,39.7758487702969,103109,600,N,EAST,ST,E,600 N EAST ST,,7776,MULTI SPACE,2020/10/07 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1617754370448,39.7636945998624,103110,200,S,CAPITOL,AVE,E,200 S CAPITOL AV,SC  000217,7242,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1592832638512,39.7792922186099,103111,0000,W,009TH,ST,N,0000 W 009TH ST,W09TH000014,8921,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,SINGLE
-86.1514132001395,39.7712161221228,103112,300,E,NEW YORK,ST,N,300 E NEW YORK ST,,1978,MULTI SPACE,2012/10/25 00:00:00+00,1.00,19.00,2012/01/02 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.149251558115,39.7697944236291,103113,400,E,OHIO,ST,N,400 E OHIO ST,EO  000428,2813,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1511238031181,39.762427300449,103114,300,S,NEW JERSEY,ST,E,300 S NEW JERSEY ST,,5653,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1580207901023,39.7666496066248,103115,0000,S,MERIDIAN,ST,E,0000 S MERIDIAN ST,SM  000007,5233,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1538452471704,39.7648800608346,103116,100,,VIRGINIA,AVE,,100 VIRGINIA AV,,9186,MULTI SPACE,2019/08/26 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1419902337977,39.8696835089299,103117,900,,BROAD RIPPLE,AVE,S,900 BROAD RIPPLE AV,BR  000919,349,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,04,0700-2300,MON-SAT,MULTI
-86.1526449395391,39.7695655676126,103118,100,N,ALABAMA,ST,W,100 N ALABAMA ST,NA  000114,1245,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2100,MON-SAT,MULTI
-86.1580659300275,39.7791708529715,103119,0000,W,009TH,ST,S,0000 W 009TH ST,W09TH000013,8931,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,SINGLE
-86.1604302863284,39.7671947064037,103120,100,W,WASHINGTON,ST,N,100 W WASHINGTON ST,,7190,SINGLE SPACE,2014/05/06 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1608548770415,39.7822070557682,103121,100,W,11th ,ST,S,100 W 11th St,,9051,MULTI SPACE,2019/10/11 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1545908147238,39.769778859151,103122,100,E,OHIO,ST,S,100 E OHIO ST,EO  000129,2024,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1583101570034,39.764577436672,103123,100,S,MERIDIAN,ST,W,100 S MERIDIAN ST,SM  000134,5224,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
